BioProject	SRA_Study	Run	Experiment	BioSample	SRA_Sample	Assay_Type	Platform	Instrument	LibraryLayout	Library_Name	Sample_Name	Organism	isolate
PRJNA650037	SRP277377	SRR12447508	SRX8941862	SAMN15691549	SRS7197750	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00023_Illumina	hCoV-19/USA/MD-HP00023/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00023/2020
PRJNA650037	SRP277377	SRR12447507	SRX8941863	SAMN15691626	SRS7197751	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00050_Nanopore	hCoV-19/USA/MD-HP00050/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00050/2020
PRJNA650037	SRP277377	SRR12447506	SRX8941864	SAMN15691627	SRS7197752	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00051_Nanopore	hCoV-19/USA/MD-HP00051/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00051/2020
PRJNA650037	SRP277377	SRR12447505	SRX8941865	SAMN15691628	SRS7197753	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00052_Nanopore	hCoV-19/USA/DC-HP00052/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00052/2020
PRJNA650037	SRP277377	SRR12447504	SRX8941866	SAMN15691629	SRS7197754	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00054_Nanopore	hCoV-19/USA/DC-HP00054/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00054/2020
PRJNA650037	SRP277377	SRR12447503	SRX8941867	SAMN15691630	SRS7197755	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00055_Nanopore	hCoV-19/USA/MD-HP00055/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00055/2020
PRJNA650037	SRP277377	SRR12447502	SRX8941868	SAMN15691631	SRS7197756	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00057_Nanopore	hCoV-19/USA/MD-HP00057/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00057/2020
PRJNA650037	SRP277377	SRR12447501	SRX8941869	SAMN15691632	SRS7197757	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00058_Nanopore	hCoV-19/USA/MD-HP00058/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00058/2020
PRJNA650037	SRP277377	SRR12447500	SRX8941870	SAMN15691633	SRS7197758	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00059_Nanopore	hCoV-19/USA/DC-HP00059/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00059/2020
PRJNA650037	SRP277377	SRR12447499	SRX8941871	SAMN15691634	SRS7197759	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00060_Nanopore	hCoV-19/USA/MD-HP00060/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00060/2020
PRJNA650037	SRP277377	SRR12447498	SRX8941872	SAMN15691635	SRS7197760	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00061_Nanopore	hCoV-19/USA/MD-HP00061/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00061/2020
PRJNA650037	SRP277377	SRR12447497	SRX8941873	SAMN15691554	SRS7197761	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00024_Illumina	hCoV-19/USA/MD-HP00024/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00024/2020
PRJNA650037	SRP277377	SRR12447496	SRX8941874	SAMN15691636	SRS7197762	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00062_Nanopore	hCoV-19/USA/MD-HP00062/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00062/2020
PRJNA650037	SRP277377	SRR12447495	SRX8941875	SAMN15691637	SRS7197763	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00063_Nanopore	hCoV-19/USA/DC-HP00063/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00063/2020
PRJNA650037	SRP277377	SRR12447494	SRX8941876	SAMN15691638	SRS7197764	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00064_Nanopore	hCoV-19/USA/MD-HP00064/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00064/2020
PRJNA650037	SRP277377	SRR12447493	SRX8941877	SAMN15691639	SRS7197765	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00065_Nanopore	hCoV-19/USA/MD-HP00065/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00065/2020
PRJNA650037	SRP277377	SRR12447492	SRX8941878	SAMN15691640	SRS7197766	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00067_Nanopore	hCoV-19/USA/MD-HP00067/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00067/2020
PRJNA650037	SRP277377	SRR12447491	SRX8941879	SAMN15691566	SRS7197767	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00068_Nanopore	hCoV-19/USA/MD-HP00068/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00068/2020
PRJNA650037	SRP277377	SRR12447490	SRX8941880	SAMN15691567	SRS7197768	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00069_Nanopore	hCoV-19/USA/MD-HP00069/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00069/2020
PRJNA650037	SRP277377	SRR12447489	SRX8941881	SAMN15691568	SRS7197769	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00070_Nanopore	hCoV-19/USA/DC-HP00070/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00070/2020
PRJNA650037	SRP277377	SRR12447488	SRX8941882	SAMN15691569	SRS7197770	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00072_Nanopore	hCoV-19/USA/DC-HP00072/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00072/2020
PRJNA650037	SRP277377	SRR12447487	SRX8941883	SAMN15691570	SRS7197771	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00073_Nanopore	hCoV-19/USA/DC-HP00073/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00073/2020
PRJNA650037	SRP277377	SRR12447486	SRX8941884	SAMN15691555	SRS7197772	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00025_Illumina	hCoV-19/USA/MD-HP00025/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00025/2020
PRJNA650037	SRP277377	SRR12447485	SRX8941885	SAMN15691571	SRS7197773	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00074_Nanopore	hCoV-19/USA/DC-HP00074/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00074/2020
PRJNA650037	SRP277377	SRR12447484	SRX8941886	SAMN15691572	SRS7197774	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00075_Nanopore	hCoV-19/USA/MD-HP00075/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00075/2020
PRJNA650037	SRP277377	SRR12447483	SRX8941887	SAMN15691573	SRS7197775	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00076_Nanopore	hCoV-19/USA/MD-HP00076/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00076/2020
PRJNA650037	SRP277377	SRR12447482	SRX8941888	SAMN15691574	SRS7197776	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00077_Nanopore	hCoV-19/USA/MD-HP00077/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00077/2020
PRJNA650037	SRP277377	SRR12447481	SRX8941889	SAMN15691575	SRS7197777	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00078_Nanopore	hCoV-19/USA/MD-HP00078/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00078/2020
PRJNA650037	SRP277377	SRR12447480	SRX8941890	SAMN15691576	SRS7197778	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00079_Nanopore	hCoV-19/USA/MD-HP00079/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00079/2020
PRJNA650037	SRP277377	SRR12447479	SRX8941891	SAMN15691577	SRS7197779	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00080_Nanopore	hCoV-19/USA/DC-HP00080/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00080/2020
PRJNA650037	SRP277377	SRR12447478	SRX8941892	SAMN15691578	SRS7197780	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00082_Nanopore	hCoV-19/USA/MD-HP00082/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00082/2020
PRJNA650037	SRP277377	SRR12447477	SRX8941893	SAMN15691579	SRS7197781	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00083_Nanopore	hCoV-19/USA/MD-HP00083/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00083/2020
PRJNA650037	SRP277377	SRR12447474	SRX8941896	SAMN15691543	SRS7197784	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00010_Illumina	hCoV-19/USA/MD-HP00010/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00010/2020
PRJNA650037	SRP277377	SRR12447473	SRX8941897	SAMN15691556	SRS7197785	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00026_Illumina	hCoV-19/USA/DC-HP00026/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00026/2020
PRJNA650037	SRP277377	SRR12447472	SRX8941898	SAMN15691581	SRS7197786	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00086_Nanopore	hCoV-19/USA/MD-HP00086/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00086/2020
PRJNA650037	SRP277377	SRR12447460	SRX8941910	SAMN15691592	SRS7197798	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00100_Nanopore	hCoV-19/USA/DC-HP00100/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00100/2020
PRJNA650037	SRP277377	SRR12447459	SRX8941911	SAMN15691593	SRS7197799	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00101_Nanopore	hCoV-19/USA/MD-HP00101/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00101/2020
PRJNA650037	SRP277377	SRR12447471	SRX8941899	SAMN15691582	SRS7197787	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00087_Nanopore	hCoV-19/USA/MD-HP00087/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00087/2020
PRJNA650037	SRP277377	SRR12447470	SRX8941900	SAMN15691583	SRS7197788	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00089_Nanopore	hCoV-19/USA/DC-HP00089/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00089/2020
PRJNA650037	SRP277377	SRR12447469	SRX8941901	SAMN15691584	SRS7197789	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00090_Nanopore	hCoV-19/USA/DC-HP00090/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00090/2020
PRJNA650037	SRP277377	SRR12447468	SRX8941902	SAMN15691585	SRS7197790	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00091_Nanopore	hCoV-19/USA/DC-HP00091/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00091/2020
PRJNA650037	SRP277377	SRR12447467	SRX8941903	SAMN15691586	SRS7197791	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00093_Nanopore	hCoV-19/USA/MD-HP00093/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00093/2020
PRJNA650037	SRP277377	SRR12447466	SRX8941904	SAMN15691587	SRS7197792	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00094_Nanopore	hCoV-19/USA/MD-HP00094/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00094/2020
PRJNA650037	SRP277377	SRR12447465	SRX8941905	SAMN15691588	SRS7197793	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00096_Nanopore	hCoV-19/USA/DC-HP00096/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00096/2020
PRJNA650037	SRP277377	SRR12447464	SRX8941906	SAMN15691589	SRS7197794	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00097_Nanopore	hCoV-19/USA/MD-HP00097/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00097/2020
PRJNA650037	SRP277377	SRR12447463	SRX8941907	SAMN15691590	SRS7197795	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00098_Nanopore	hCoV-19/USA/MD-HP00098/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00098/2020
PRJNA650037	SRP277377	SRR12447462	SRX8941908	SAMN15691565	SRS7197796	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00028_Illumina	hCoV-19/USA/MD-HP00028/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00028/2020
PRJNA650037	SRP277377	SRR12447461	SRX8941909	SAMN15691591	SRS7197797	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00099_Nanopore	hCoV-19/USA/DC-HP00099/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00099/2020
PRJNA650037	SRP277377	SRR12447476	SRX8941894	SAMN15691580	SRS7197782	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00085_Nanopore	hCoV-19/USA/MD-HP00085/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00085/2020
PRJNA650037	SRP277377	SRR12447475	SRX8941895	SAMN15691541	SRS7197783	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00006_Illumina	hCoV-19/USA/DC-HP00006/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00006/2020
PRJNA650037	SRP277377	SRR12480472	SRX8941895	SAMN15691541	SRS7197783	AMPLICON	ILLUMINA	Illumina MiSeq	PAIRED	MDHP-00006_Illumina	hCoV-19/USA/DC-HP00006/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00006/2020
PRJNA650037	SRP277377	SRR12480504	SRX8941909	SAMN15691591	SRS7197797	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00099_Nanopore	hCoV-19/USA/DC-HP00099/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00099/2020
PRJNA650037	SRP277377	SRR12480503	SRX8941910	SAMN15691592	SRS7197798	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00100_Nanopore	hCoV-19/USA/DC-HP00100/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00100/2020
PRJNA650037	SRP277377	SRR12480507	SRX8941906	SAMN15691589	SRS7197794	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00097_Nanopore	hCoV-19/USA/MD-HP00097/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00097/2020
PRJNA650037	SRP277377	SRR12480506	SRX8941907	SAMN15691590	SRS7197795	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00098_Nanopore	hCoV-19/USA/MD-HP00098/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00098/2020
PRJNA650037	SRP277377	SRR12480509	SRX8941904	SAMN15691587	SRS7197792	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00094_Nanopore	hCoV-19/USA/MD-HP00094/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00094/2020
PRJNA650037	SRP277377	SRR12480508	SRX8941905	SAMN15691588	SRS7197793	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00096_Nanopore	hCoV-19/USA/DC-HP00096/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00096/2020
PRJNA650037	SRP277377	SRR12480511	SRX8941902	SAMN15691585	SRS7197790	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00091_Nanopore	hCoV-19/USA/DC-HP00091/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00091/2020
PRJNA650037	SRP277377	SRR12480510	SRX8941903	SAMN15691586	SRS7197791	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00093_Nanopore	hCoV-19/USA/MD-HP00093/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00093/2020
PRJNA650037	SRP277377	SRR12480513	SRX8941900	SAMN15691583	SRS7197788	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00089_Nanopore	hCoV-19/USA/DC-HP00089/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00089/2020
PRJNA650037	SRP277377	SRR12480512	SRX8941901	SAMN15691584	SRS7197789	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00090_Nanopore	hCoV-19/USA/DC-HP00090/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00090/2020
PRJNA650037	SRP277377	SRR12480502	SRX8941911	SAMN15691593	SRS7197799	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00101_Nanopore	hCoV-19/USA/MD-HP00101/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00101/2020
PRJNA650037	SRP277377	SRR12480501	SRX8941912	SAMN15691594	SRS7197800	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00104_Nanopore	hCoV-19/USA/MD-HP00104/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00104/2020
PRJNA650037	SRP277377	SRR12480500	SRX8941913	SAMN15691595	SRS7197801	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00105_Nanopore	hCoV-19/USA/MD-HP00105/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00105/2020
PRJNA650037	SRP277377	SRR12480499	SRX8941914	SAMN15691596	SRS7197802	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00106_Nanopore	hCoV-19/USA/MD-HP00106/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00106/2020
PRJNA650037	SRP277377	SRR12480498	SRX8941915	SAMN15691597	SRS7197803	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00107_Nanopore	hCoV-19/USA/MD-HP00107/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00107/2020
PRJNA650037	SRP277377	SRR12480497	SRX8941916	SAMN15691598	SRS7197804	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00110_Nanopore	hCoV-19/USA/MD-HP00110/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00110/2020
PRJNA650037	SRP277377	SRR12480496	SRX8941917	SAMN15691599	SRS7197805	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00112_Nanopore	hCoV-19/USA/MD-HP00112/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00112/2020
PRJNA650037	SRP277377	SRR12480495	SRX8941918	SAMN15691600	SRS7197806	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00113_Nanopore	hCoV-19/USA/MD-HP00113/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00113/2020
PRJNA650037	SRP277377	SRR12480493	SRX8941920	SAMN15691601	SRS7197808	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00114_Nanopore	hCoV-19/USA/MD-HP00114/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00114/2020
PRJNA650037	SRP277377	SRR12480492	SRX8941921	SAMN15691641	SRS7197809	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00116_Nanopore	hCoV-19/USA/DC-HP00116/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00116/2020
PRJNA650037	SRP277377	SRR12480491	SRX8941922	SAMN15691642	SRS7197810	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00117_Nanopore	hCoV-19/USA/DC-HP00117/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00117/2020
PRJNA650037	SRP277377	SRR12480490	SRX8941923	SAMN15691643	SRS7197811	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00118_Nanopore	hCoV-19/USA/MD-HP00118/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00118/2020
PRJNA650037	SRP277377	SRR12480489	SRX8941924	SAMN15691644	SRS7197812	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00119_Nanopore	hCoV-19/USA/MD-HP00119/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00119/2020
PRJNA650037	SRP277377	SRR12480488	SRX8941925	SAMN15691645	SRS7197813	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00120_Nanopore	hCoV-19/USA/MD-HP00120/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00120/2020
PRJNA650037	SRP277377	SRR12480487	SRX8941926	SAMN15691646	SRS7197814	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00122_Nanopore	hCoV-19/USA/DC-HP00122/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00122/2020
PRJNA650037	SRP277377	SRR12480486	SRX8941927	SAMN15691647	SRS7197815	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00123_Nanopore	hCoV-19/USA/MD-HP00123/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00123/2020
PRJNA650037	SRP277377	SRR12480485	SRX8941928	SAMN15691648	SRS7197816	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00127_Nanopore	hCoV-19/USA/MD-HP00127/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00127/2020
PRJNA650037	SRP277377	SRR12480484	SRX8941929	SAMN15691649	SRS7197817	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00128_Nanopore	hCoV-19/USA/MD-HP00128/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00128/2020
PRJNA650037	SRP277377	SRR12480482	SRX8941931	SAMN15691650	SRS7197819	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00129_Nanopore	hCoV-19/USA/MD-HP00129/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00129/2020
PRJNA650037	SRP277377	SRR12480481	SRX8941932	SAMN15691651	SRS7197820	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00131_Nanopore	hCoV-19/USA/MD-HP00131/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00131/2020
PRJNA650037	SRP277377	SRR12480480	SRX8941933	SAMN15691652	SRS7197821	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00132_Nanopore	hCoV-19/USA/MD-HP00132/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00132/2020
PRJNA650037	SRP277377	SRR12480479	SRX8941934	SAMN15691653	SRS7197822	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00133_Nanopore	hCoV-19/USA/MD-HP00133/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00133/2020
PRJNA650037	SRP277377	SRR12480478	SRX8941935	SAMN15691654	SRS7197823	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00135_Nanopore	hCoV-19/USA/DC-HP00135/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00135/2020
PRJNA650037	SRP277377	SRR12480477	SRX8941936	SAMN15691655	SRS7197824	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00137_Nanopore	hCoV-19/USA/DC-HP00137/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00137/2020
PRJNA650037	SRP277377	SRR12480476	SRX8941937	SAMN15691602	SRS7197825	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00138_Nanopore	hCoV-19/USA/DC-HP00138/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00138/2020
PRJNA650037	SRP277377	SRR12480474	SRX8941938	SAMN15691604	SRS7197826	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00139_Nanopore	hCoV-19/USA/MD-HP00140/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00140/2020
PRJNA650037	SRP277377	SRR12480475	SRX8941939	SAMN15691603	SRS7197827	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00140_Nanopore	hCoV-19/USA/DC-HP00139/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/DC-HP00139/2020
PRJNA650037	SRP277377	SRR12480473	SRX8941940	SAMN15691605	SRS7197828	AMPLICON	OXFORD_NANOPORE	GridION	SINGLE	MDHP-00141_Nanopore	hCoV-19/USA/MD-HP00141/2020	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2/human/USA/MD-HP00141/2020
